original_claim,negation_claim,more_specific_claim,less_specific_claim,original_baseline,negation_baseline,more_specific_baseline,less_specific_baseline
The Voynich Manuscript is intentionally meaningful and not a hoax.,The Voynich Manuscript is not intentionally meaningful and is a hoax.,"The Voynich Manuscript is intentionally meaningful and not a hoax, containing a coherent and complex language that can be deciphered.",The Voynich Manuscript is not a hoax.,0.4788258585279261,0.38797478389786955,0.4025343659980748,0.7013491750418848
Half of the world's population lives in cities.,Half of the world's population does not live in cities.,Half of the world's population lives in cities with populations exceeding one million.,A significant portion of the world's population lives in cities.,0.744431854797179,0.3247389334592554,0.7339526332745703,0.8965814507599167
Venus has more active volcanoes than Earth.,Venus does not have more active volcanoes than Earth.,Venus has more than twice as many active volcanoes as Earth.,Venus has active volcanoes.,0.5085007856109139,0.7079584496699721,0.37159091482550316,0.7334461314439276
The Voynich Manuscript is a complex code created by an individual for personal amusement.,The Voynich Manuscript is not a complex code created by an individual for personal amusement.,"The Voynich Manuscript is a complex code created by an individual for personal amusement, using a unique cipher that has never been deciphered.",The Voynich Manuscript is a complex code created for some purpose.,0.3500603011912534,0.6679600050687248,0.6869111709652479,0.7339132201456888
Most of the gold on Earth is located in its core.,Most of the gold on Earth is not located in its core.,Almost all of the gold on Earth is located in its core.,Some of the gold on Earth is located in its core.,0.16357388106140316,0.8473275270263204,0.10581550547295875,0.19110819003742585
"In a typical human population, left-handed individuals have a slightly higher average IQ than right-handed individuals.","In a typical human population, left-handed individuals do not have a slightly higher average IQ than right-handed individuals.","In a typical human population, left-handed individuals have a significantly higher average IQ than right-handed individuals, with a difference of at least 10 points.","In a typical human population, some left-handed individuals have a higher average IQ than some right-handed individuals.",0.5290510592992664,0.730885128417943,0.2541025747292656,0.7335477288066226
Half of all habitable planets in the Milky Way galaxy have yet to be discovered by astronomers.,Half of all habitable planets in the Milky Way galaxy have been discovered by astronomers.,Half of all habitable planets in the Milky Way galaxy that are capable of supporting complex life have yet to be discovered by astronomers.,Some habitable planets in the Milky Way galaxy have yet to be discovered by astronomers.,0.32526426207939374,0.09638264322316525,0.6916310732034435,0.8470154821309234
Half of all plant and animal species will be at risk of extinction by the end of the 21st century due to climate change.,Half of all plant and animal species will not be at risk of extinction by the end of the 21st century due to climate change.,"Half of all plant and animal species will be at risk of extinction by the end of the 21st century due to climate change, with at least 30% facing immediate threats within the next two decades.",Many plant and animal species will be at risk of extinction due to climate change.,0.7351085541943345,0.29496358541768153,0.7472663081779986,0.8659448047013837
Half of all marriages in the United States end in divorce.,Half of all marriages in the United States do not end in divorce.,Half of all marriages in the United States end in divorce within the first five years.,Many marriages in the United States end in divorce.,0.6598498737647829,0.5003716720948834,0.6354016633742434,0.8494127883627572
Humans will find evidence of microbial life on Mars within the next rock samples analyzed.,Humans will not find evidence of microbial life on Mars within the next rock samples analyzed.,Humans will find evidence of microbial life on Mars within the next three rock samples analyzed.,Humans will find evidence of microbial life on Mars in future rock samples analyzed.,0.3114726240283069,0.6665934690966928,0.2459686079567374,0.6482767967379778
Half of all startups fail within their first five years.,Half of all startups do not fail within their first five years.,Half of all tech startups fail within their first five years.,Many startups fail within their first five years.,0.706109243074731,0.6074366763951144,0.7083852944816097,0.8500650267491658
Viruses should be classified as living organisms.,Viruses should not be classified as living organisms.,Viruses should be classified as living organisms only if they exhibit characteristics of life in at least three distinct biological processes.,Viruses should be classified in some way.,0.5021997912843154,0.721884794123896,0.6194086675613597,0.942003300405925
Humans will discover evidence of microbial life on Mars within the next layer of rock samples analyzed by the current rovers.,Humans will not discover evidence of microbial life on Mars within the next layer of rock samples analyzed by the current rovers.,"Humans will discover evidence of microbial life on Mars within the next layer of rock samples analyzed by the current rovers, specifically within the next 10 samples collected.",Humans will discover evidence of microbial life on Mars in future rock samples analyzed by the current rovers.,0.24134808719826797,0.6523415983216863,0.16800387961574145,0.5416730378041299
Half of the world's languages that are currently spoken will become extinct by the end of the 21st century.,Half of the world's languages that are currently spoken will not become extinct by the end of the 21st century.,"Half of the world's languages that are currently spoken will become extinct by the end of the 21st century, with at least 90% of these languages being spoken by fewer than 1,000 people.",Many of the world's languages that are currently spoken will become extinct by the end of the 21st century.,0.7038057263275604,0.43382636005645536,0.738708595316789,0.8425962030867719
Half of all bird species are able to mimic sounds they hear in their environment.,Half of all bird species are not able to mimic sounds they hear in their environment.,"Half of all bird species are able to mimic sounds they hear in their environment, specifically those that are commonly found in urban areas.",Some bird species are able to mimic sounds they hear in their environment.,0.2928884007560393,0.6375013980805441,0.30271014126062856,0.9492053101031287
Half of all plant species are capable of self-pollination.,Half of all plant species are not capable of self-pollination.,Half of all flowering plant species are capable of self-pollination.,Some plant species are capable of self-pollination.,0.3771434018803276,0.6665202986891301,0.38190221312376366,0.9034097775539371
Half of the Earth's remaining undiscovered species are located in rainforests.,Half of the Earth's remaining undiscovered species are not located in rainforests.,Half of the Earth's remaining undiscovered species are located exclusively in tropical rainforests.,Many of the Earth's remaining undiscovered species are located in rainforests.,0.5529633509439605,0.5161448017440459,0.3063840099823401,0.8496814253290117
Most of the plastic in the oceans comes from land-based sources.,Most of the plastic in the oceans does not come from land-based sources.,"Most of the plastic in the oceans comes from land-based sources, with at least 80% originating from urban areas.",Some of the plastic in the oceans comes from land-based sources.,0.853112177885547,0.1315595143135183,0.8499419906407456,0.9411934322841047
Coffee consumption reduces the risk of developing Parkinson's disease.,Coffee consumption does not reduce the risk of developing Parkinson's disease.,Regular coffee consumption of at least three cups per day reduces the risk of developing Parkinson's disease.,Coffee consumption reduces the risk of developing certain diseases.,0.7479127010048948,0.443731596904212,0.7439600103589923,0.7505343692544965
Most ocean plastic pollution originates from rivers.,Most ocean plastic pollution does not originate from rivers.,Most ocean plastic pollution originates from rivers in developing countries.,Some ocean plastic pollution originates from rivers.,0.7569878685236614,0.36846475389945627,0.7653408172024971,0.8749235833319632
Most professional athletes retire before the age of 40.,Most professional athletes do not retire before the age of 40.,Most professional athletes in individual sports retire before the age of 35.,Most professional athletes retire.,0.7465053037600548,0.7213673326996662,0.6419844195064621,0.8305329483779925
Coffee consumption moderately reduces the risk of developing type 2 diabetes.,Coffee consumption does not moderately reduce the risk of developing type 2 diabetes.,Coffee consumption significantly reduces the risk of developing type 2 diabetes by at least 30%.,Coffee consumption reduces the risk of developing diabetes.,0.7494125539367237,0.309602187541093,0.68572990340853,0.7155150713797722
A diet high in fruits and vegetables can lower the risk of developing cardiovascular disease.,A diet high in fruits and vegetables cannot lower the risk of developing cardiovascular disease.,"A diet high in fruits and vegetables, specifically those rich in antioxidants, can lower the risk of developing cardiovascular disease by at least 30%.",A diet high in fruits and vegetables can lower the risk of developing some health issues.,0.853923648258506,0.1030120880604893,0.7501943093701141,0.8792790771160115
Artificial intelligence shows great promise in improving the efficiency of healthcare delivery.,Artificial intelligence does not show great promise in improving the efficiency of healthcare delivery.,Artificial intelligence shows great promise in improving the efficiency of healthcare delivery in urban hospitals with over 500 beds.,Artificial intelligence shows promise in improving healthcare delivery.,0.8500196421628974,0.14751998625172516,0.8491326076983515,0.8499910170470855
"Most of the world's deserts are located at roughly 30 degrees latitude, both north and south, due to the Earth's atmospheric circulation patterns.","Most of the world's deserts are not located at roughly 30 degrees latitude, both north and south, due to the Earth's atmospheric circulation patterns.","Most of the world's major deserts, such as the Sahara and the Arabian Desert, are located at roughly 30 degrees latitude, both north and south, due to the Earth's atmospheric circulation patterns.","Many of the world's deserts are located at roughly 30 degrees latitude, both north and south.",0.9127065580613127,0.12810413131507,0.9279301590883733,0.9036081716913954
Most adults worldwide have a smartphone.,Most adults worldwide do not have a smartphone.,Most adults worldwide have a smartphone that is capable of accessing the internet.,Most adults worldwide have a mobile device.,0.7513271803318337,0.19769728555535557,0.7489297201829507,0.8502552582152717
Most of the fresh water on Earth is held in glaciers and ice caps.,Most of the fresh water on Earth is not held in glaciers and ice caps.,Almost all of the fresh water on Earth is held in glaciers and ice caps.,A significant amount of fresh water on Earth is held in glaciers and ice caps.,0.8988426053754879,0.18651210096900667,0.895003837653488,0.8969853023956972
The majority of global internet users access the internet via mobile devices.,The majority of global internet users do not access the internet via mobile devices.,The majority of global internet users access the internet via mobile devices in urban areas.,Many global internet users access the internet via mobile devices.,0.849987316679969,0.12354584872694892,0.7852534158467287,0.9267251506058818
Most land plants form symbiotic relationships with fungi to enhance nutrient uptake.,Most land plants do not form symbiotic relationships with fungi to enhance nutrient uptake.,Almost all land plants form symbiotic relationships with specific types of fungi to enhance nutrient uptake.,Some land plants form symbiotic relationships with fungi to enhance nutrient uptake.,0.8825203183598268,0.10629605147642435,0.849847214232027,0.9476297936948608
